"","doc","sent_tokens","element_id","sentence_id","word_count","sentiment"
"57",2019,"risks to the outlook are tilted to the downside.",54,1,9,-0.25
"58",2019,"key domestic risks include tax revenue shortfalls and  delays in structural reforms.",55,1,12,-0.0433012701892219
"59",2019,"credit growth could also remain subdued, as there is a perception of  increased risk aversion among banks and implementation of the recently announced psb  consolidation could divert focus and weigh on near-term credit growth.",56,1,35,0.169030850945703
"60",2019,"the main external risks  pertain to higher oil prices, a sharp rise in risk premia in global financial markets, and rising  protectionism globally.",57,1,23,0.187662972651367
"61",2019,"executive board assessment2  they noted that india’s rapid economic expansion in recent years has lifted millions of people out of  poverty.",58,1,22,0.127920429813366
"62",2019,"however, in the first half of 2019 a combination of factors led to subdued economic growth  in india.",59,1,17,0.0606339062590832
"63",2019,"with risks to the outlook tilted to the downside, directors called for continued sound  macroeconomic management.",60,1,16,-0.0875
"64",2019,"they saw an opportunity with the strong mandate of the new  government to reinvigorate the reform agenda to boost inclusive and sustainable growth.",61,1,23,0.907037701148275
"65",2019,"directors noted that a credible medium-term fiscal consolidation path driven by subsidy-spending  rationalization and tax-base enhancing measures is needed to reduce debt, free up financial resources  for private investment, and reduce the interest bill.",62,1,37,0.180838886035893
"66",2019,"some directors advocated that automatic  stabilizers should be allowed to operate in the short run.",63,1,15,0.154919333848297
"67",2019,"directors called for more robust revenue  projections and enhanced fiscal transparency and budget coverage.",64,1,14,0.745658864935664
"68",2019,"directors recommended that near-term policies to address cyclical weakness focus on monetary  policy and broad-based macro-structural reforms.",65,1,20,0.290688837074973
"69",2019,"in this regard, they welcomed the monetary policy  easing undertaken so far this year and recommended that an easing bias be maintained at least until  the projected recovery takes hold.",66,1,30,0.575108685380424
"70",2019,"directors noted that inflation targeting has contributed to macroeconomic stability by better  anchoring inflation expectations, thus helping improve the economic well-being of low-income  households.",67,1,26,0.529513564873097
"71",2019,"continued action is needed to improve the monetary transmission mechanism to enhance  the effectiveness of monetary policy and enable the central bank to achieve the medium-term inflation  target on a sustained basis.",68,1,33,0.678902858227222
"72",2019,"directors also welcomed the authorities’ commitment to maintain  exchange rate flexibility.",69,1,11,0.603022689155527
"73",2019,"they noted that foreign exchange intervention should continue to be  two-way and limited to disorderly market conditions.",70,1,18,-0.200346921336188
"74",2019,"directors welcomed the steps taken to tackle the twin bank and corporate balance sheet problem but  noted the continued challenges of the financial sector.",71,1,24,0.550982099017291
"75",2019,"they recommended that the recently  announced public sector bank merger plan be accompanied by deep operational restructuring and  far-reaching governance reforms in order to improve efficiency, risk management, and credit  allocation.",72,1,32,0.503813581595415
"76",2019,"directors welcomed the strengthened monitoring and regulation of non-bank financial  companies and recommended enhancing the availability of timely and granular data to help restore  confidence in the sector.",73,1,29,0.742781352708207
"77",2019,"directors urged further follow-up on the fsap recommendations.",74,1,9,0.266666666666667
"78",2019,"directors commended the authorities’ concerted efforts to strengthen the business climate.",75,1,11,0.452267016866645
"79",2019,"these  efforts need to be complemented by continued labor, product market, land, and other reforms aimed  at increasing labor market flexibility, enhancing competition, and reducing the scope for corruption.",76,1,29,0.0928476690885259
"80",2019,"this will help harness india’s demographic dividend by creating more and better jobs for the  rapidly-growing labor force and enhancing female labor force participation.",77,1,26,0.243184007571348
"81",2019,"directors also welcomed  the important progress that has been made in strengthening the supply side of the economy through  large infrastructure investments.",78,1,22,0.586301969977929
"82",2019,"they noted that land reform remains essential to raise agriculture   2 at the conclusion of the discussion, the managing director, as chairman of the board, summarizes the views  of executive directors, and this summary is transmitted to the country's authorities.",79,1,39,0.376301161441955
"83",2019,"an explanation of any  qualifiers used in summings up can be found here: http://www.imf.org/external/np/sec/misc/qualifiers.htm.",80,1,23,0.125108648434245
"84",2019,"sector productivity and achieve the authorities’ ambitious infrastructure development targets.",80,2,10,0.66407830863536
"85",2019,"directors also encouraged further trade and investment liberalization.",81,1,8,0.282842712474619
"86",2019,"table 1.",82,1,1,0
"87",2019,"india: selected social and economic indicators, 2015/16–2020/21 1/ i.",83,1,7,-0.0944911182523068
"88",2019,"social indicators  gdp (2018/19) poverty (percent of population) nominal gdp (in billions of u.s. dollars): 2,719 headcount ratio at $1.90 a day   21.2   (2011):  gdp per capita (u.s. dollars) (imf staff est.): 2,038 undernourished (2015): 15.3  population characteristics (2018/19) income distribution (2011, wdi) total (in billions): 1.33 richest 10 percent of households: 30.1  urban population (percent of total): 34.0 poorest 20 percent of households: 8.1  life expectancy at birth (years, 2015/16): 68.3 gini index (2011): 35.7   ii.",84,1,59,-0.0846227921375355
"89",2019,"economic indicators  2015/16 2016/17 2017/18 2018/19 2019/20 2020/21  est.",85,1,3,-0.144337567297406
"90",2019,"projections  growth (in percent)  real gdp (at market prices) 8.0 8.2 7.2 6.8 6.1 7.0 prices (percent change, period average)  consumer prices - combined 4.9 4.5 3.6 3.4 3.4 4.1 saving and investment (percent of gdp)  gross saving 2/ 31.1 29.6 29.1 29.2 29.3 29.5 gross investment 2/ 32.1 30.2 30.9 31.3 31.3 31.8 fiscal position (percent of gdp) 3/  central government overall balance -4.1 -3.7 -3.9 -3.8 -4.5 -4.2 general government overall balance -7.2 -7.1 -6.4 -6.2 -7.4 -7.1 general government debt 4/ 68.8 68.8 69.4 69.1 69.8 69.1 cyclically adjusted balance (% of potential gdp) -7.2 -7.3 -6.5 -6.2 -7.2 -6.9 cyclically adjusted primary balance (% of potential gdp) -2.5 -2.6 -1.7 -1.2 -2.2 money and credit (y/y percent change, end-period)   broad money 10.1 10.1 9.2 10.5 9.7 11.3 bank credit to the private sector 10.6 8.0 9.5 12.7 8.4 11.1 financial indicators (percent, end-period)  91-day treasury bill yield (end-period) 5/ 7.4 7.2 6.2 6.2 5.3 … 10-year government bond yield (end-period) 5/ 7.5 6.7 7.4 7.4 6.7 … stock market (y/y percent change, end-period) 5/ -9.4 16.9 11.3 17.3 4.9 … external trade (on balance of payments basis)  merchandise exports (in billions of u.s. dollars) 266.4 280.1 309.0 337.2 346.0 358.9 (annual percent change) -15.9 5.2 10.3 9.1 2.6 3.7 merchandise imports (in billions of u.s. dollars) 396.4 392.6 469.0 517.5 534.4 567.7 (annual percent change) -14.1 -1.0 19.5 10.3 3.3 6.2 terms of trade (g&s, annual percent change) 5.7 1.4 -2.3 -1.8 0.1 0.9 balance of payments (in billions of u.s. dollars)  current account balance -22.1 -14.4 -48.7 -57.2 -57.8 -73.5 (in percent of gdp) -1.0 -0.6 -1.8 -2.1 -2.0 -2.3 foreign direct investment, net (""-"" signifies inflow) -36.0 -35.6 -30.3 -30.7 -36.7 -40.0 portfolio investment, net (equity and debt, ""-"" = inflow) 4.1 -7.6 -22.1 2.4 -14.7 -14.4 overall balance (""-"" signifies balance of payments surplus) -17.9 -22.4 -43.6 3.2 -21.1 -15.1 external indicators  gross reserves (in billions of u.s. dollars, end-period) 360.2 370.0 424.5 412.9 434.0 449.1 (in months of next year's imports (goods and services)) 8.8 7.6 7.9 7.4 7.3 7.0 external debt (in billions of u.s. dollars, end-period) 485.0 471.3 529.3 513.1 560.9 613.6 external debt (percent of gdp, end-period) 23.1 20.6 20.0 18.9 19.1 19.2 of which: short-term debt 9.2 8.8 8.3 8.1 8.6 8.9 ratio of gross reserves to short-term debt (end-period) 1.9 1.8 1.9 1.9 1.7 1.6 debt service ratio 6/ 8.8 7.8 7.9 8.3 8.5 8.3 real effective exchange rate (annual avg.",86,1,233,0.215535066304458
"91",2019,"percent change) 7/ 5.2 1.9 3.0 -3.5 6.1 … exchange rate (rupee/u.s. dollar, end-period) 8/ 68.3 64.8 65.0 69.2 71.8 … memorandum item (in percent of gdp)  fiscal balance under authorities' definition -3.9 -3.5 -3.5 -3.3 -3.7 -3.8  sources: data provided by the indian authorities; haver analytics; ceic data company ltd; bloomberg l.p.",86,2,37,0.139739139209554
"92",2019,"; world bank, world  development indicators; and imf staff estimates and projections.",87,1,11,0
"93",2019,"1/ data are for april–march fiscal years.",88,1,7,0
"94",2019,"2/ differs from official data, calculated with gross investment and current account.",89,1,11,-0.301511344577764
"95",2019,"gross investment includes errors and omissions.",90,1,6,-0.71443450831176
"96",2019,"3/ divestment and license auction proceeds treated as below-the-line financing.",91,1,11,-0.120604537831105
"97",2019,"4/ includes combined domestic liabilities of the center and the states, and external debt at year-end exchange rates.",92,1,18,-0.117851130197758
"98",2019,"5/ for 2019/20, as of september 2019.",93,1,4,0
"99",2019,"6/ in percent of current account receipts, excluding grants.",94,1,8,-0.0707106781186548
"100",2019,"7/ for 2019/20: the change in the average for april-august 2019 from april-august 2018.",95,1,12,0
"101",2019,"8/ for 2019/20, as of end-august, 2019.",96,1,5,0
"102",2019,"-2.0 india  staff report for the 2019 article iv consultation  october 16, 2019 key issues  recent developments: india has been among the world’s fastest-growing economies in recent years, lifting millions out of poverty.",96,2,31,-0.134703976520081
"103",2019,"however, growth slowed to a six-year low in the first half of  2019, with both consumption and investment decelerating owing to weak, especially rural,  income growth, stresses in the non-bank financial sector, and corporate and environmental  regulatory uncertainty.",97,1,39,-0.328262715300429
"104",2019,"on the external sector, following a rise in vulnerabilities in 2018, stability  has returned, anchored by high foreign reserve buffers and a modest current account deficit.",98,1,25,0.244
"105",2019,"outlook and risks: amid domestic and external headwinds, the outlook for india’s growth in  fy2019/20 is more subdued than in recent years.",99,1,23,-0.150130378121094
"106",2019,"in the staff’s baseline scenario, growth  gradually rises to its medium-term potential of 7.3 percent on continued commitment to  inflation targeting and gradual macro-financial and structural reforms, including implementation  of earlier reforms, such as the goods and services tax and the insolvency and bankruptcy code,  as well as ongoing steps to liberalize foreign direct investment flows and further improve the  ease of doing business.",100,1,66,0.393892771133865
"107",2019,"risks to the outlook are tilted to the downside.",101,1,9,-0.25
"108",2019,"key domestic risks  include tax revenue shortfalls and delays in structural reforms.",102,1,12,-0.0433012701892219
"109",2019,"the main external risks pertain to  higher oil prices, a sharp rise in risk premia in global financial markets, and rising protectionism.",103,1,22,0.191880644720049
"110",2019,"key policy recommendations: with its strong mandate, the new government has an  opportunity to reinvigorate the reform agenda aimed at boosting inclusive and sustainable  growth.",104,1,25,0.98
"111",2019,"a comprehensive reform package is needed to guide the economy on a path to the  government’s goal of a us$5 trillion economy in five years:  • in the near term, given the cyclical weakness of the economy, monetary policy should  maintain an easing bias at least until the projected recovery takes hold.",105,1,52,0.138675049056307
"112",2019,"fiscal stimulus  should be avoided given fiscal space at risk and revenue losses from the recent corporate  income tax rate cut should be offset.",106,1,24,-0.571547606649408
"113",2019,"in the event of external pressures, india should  continue to rely on exchange rate flexibility.",107,1,15,0.232379000772445
"114",2019,"foreign exchange intervention should be two way and limited to disorderly market conditions.",108,1,13,-0.513097681508337
"115",2019,"• for the medium term, a credible fiscal consolidation path is needed to reduce debt, free up  financial resources for private investment, and reduce the interest bill.",109,1,26,0.196116135138184
"116",2019,"to support the  adoption of a necessary medium-term fiscal consolidation, driven by subsidy-spending  rationalization and tax-base enhancing measures, revenue projections should be more  realistic and fiscal transparency and budget coverage should be enhanced.",110,1,36,0.42
"117",2019,"governance of  public sector banks and the efficiency of their credit allocation needs strengthening, and the  public sector’s role in the financial system needs to be reduced.",111,1,28,0.321269802057843
"118",2019,"labor, land, and product  market reforms aimed at enhancing competition and governance, along with infrastructure  investment, should be priorities to create more and better jobs for india’s rapidly-growing  labor force and enhance female labor force participation.",112,1,38,0.520730761829748
"119",2019,"india  approved by anne-marie gulde wolf (apd) and  sanjaya panth (spr)  contents  discussions took place in new delhi and mumbai during august 20– september 3, 2019.",113,1,24,0.316392425109494
"120",2019,"the team comprised messrs.",114,1,4,0
"121",2019,"salgado (head), ahmed, almekinders, and blagrave (all apd), and mses.",115,1,10,0
"122",2019,"ogawa  (mcm), sodsriwiboon, and svirydzenka (both apd).",116,1,7,0
"123",2019,"mr.",117,1,1,0
"124",2019,"gonguet  (fad) contributed to the team’s work in the context of a concurrent  capacity development mission.",118,1,17,0
"125",2019,"messrs.",119,1,1,0
"126",2019,"breuer (senior resident  representative) and mohapatra (resident representative office) assisted the mission.",120,1,12,0
"127",2019,"mr.",121,1,1,0
"128",2019,"goyal (oed) also participated in the  discussions.",122,1,7,0
"129",2019,"the mission met with finance secretary kumar,  economic affairs secretary chakraborty, chief economic advisor  subramanian, rbi deputy governor vishwanathan, rbi executive  director patra, other senior government and rbi officials, and  representatives of the financial sector, business sector, and  nongovernment organizations, including multilateral institutions.",123,1,43,-0.0228747855498907
"130",2019,"messrs.",124,1,1,0
"131",2019,"rivas and singh (both apd) assisted in the preparation of  this report.",125,1,12,0
"132",2019,"abbreviations and acronyms _____________________________________________________________________ 4 overview _______________________________________________________________________________________ 5 recent developments, outlook, and risks _____________________________________________6  key policy issues ____________________________________________________________________________ 11 a.",126,1,13,-0.346687622640768
"133",2019,"fiscal consolidation and enhanced transparency and budgetary coverage__________________ 12 b.",127,1,9,0.266666666666667
"134",2019,"monetary and exchange rate policy—further consolidating credibility _____________________ 16 c.",128,1,9,0.55
"135",2019,"financial and corporate sector—building on important reforms ____________________________ 19 d.",129,1,9,0.55
"136",2019,"structural reforms—boosting investment and inclusive growth_____________________________ 22 e.",130,1,8,0.830850467894193
"137",2019,"statistics and additional capacity development______________________________________________ 26  staff appraisal _____________________________________________________________________________ 26  figures  1.",131,1,8,0.176776695296637
"138",2019,"growth and investment______________________________________________________________________30 2.",132,1,3,0.288675134594813
"139",2019,"external developments ______________________________________________________________________31 3.",133,1,2,0
"140",2019,"financial markets ____________________________________________________________________________32 4.",134,1,2,0.0707106781186548
"141",2019,"monetary developments ____________________________________________________________________33 5.",135,1,2,0.282842712474619
"142",2019,"fiscal developments _________________________________________________________________________34 6.",136,1,2,0
"143",2019,"fiscal vulnerability indicators ________________________________________________________________35 7.",137,1,3,-0.288675134594813
"144",2019,"corporate and banking sectors ______________________________________________________________36 2 international monetary fund  india  8.",138,1,8,0.14142135623731
"145",2019,"labor market developments_________________________________________________________________37 9.",139,1,3,-0.23094010767585
"146",2019,"gender inequality____________________________________________________________________________38  tables  1.",140,1,3,-0.288675134594813
"147",2019,"medium-term macro-fiscal outlook ________________________________________________________10 2.",141,1,5,0
"148",2019,"selected social and economic indicators, 2015/16–2020/21 ________________________________39 3.",142,1,5,-0.111803398874989
"149",2019,"balance of payments, 2015/16–2020/21 _____________________________________________________40 4.",143,1,3,0.346410161513775
"150",2019,"reserve money and monetary survey, 2014/15–2019/20 ___________________________________41 5.",144,1,5,0.626099033699941
"151",2019,"central government operations, 2014/15–2020/21 _________________________________________42 6.",145,1,3,-0.288675134594813
"152",2019,"general government operations, 2014/15–2020/21 ________________________________________43 7.",146,1,3,-0.0577350269189626
"153",2019,"macroeconomic framework, 2015/16–2024/25 _____________________________________________44 8.",147,1,2,0
"154",2019,"indicators of external vulnerability, 2013/14–2018/19 ______________________________________45 9.",148,1,4,-0.25
"155",2019,"financial soundness indicators, 2014/15–2018/19___________________________________________46 10.",149,1,3,0.288675134594813
"156",2019,"high frequency economic activity indicators ________________________________________________47  appendices  i.",150,1,7,-0.170084012854152
"157",2019,"risk assessment matrix__________________________________________________________________________48 ii.",151,1,4,-0.375
"158",2019,"implementation status of main recommendations of the 2017 fsap_____________________________49 iii.",152,1,9,0.4
"159",2019,"public sector borrowing, private savings and crowding out _____________________________________54 iv.",153,1,9,0.166666666666667
"160",2019,"enhancing fiscal reporting and fiscal transparency_____________________________________________57 v.",154,1,7,0
"161",2019,"public and external debt sustainability analysis_______________________________________________58 vi.",155,1,7,0.0944911182523068
"162",2019,"uptake of previous imf advice _______________________________________________________________68 vii.",156,1,6,0
"163",2019,"recent and planned imf capacity development _____________________________________________69 viii.",157,1,7,0
"164",2019,"growth-at-risk analysis_______________________________________________________________________70 ix.",158,1,5,-0.111803398874989
"165",2019,"key policy actions 2018–19___________________________________________________________________74 x.",159,1,4,0
"166",2019,"external sector assessment ___________________________________________________________________82 international monetary fund 3  india  abbreviations and acronyms  cad current account deficit  cd capacity development  cit corporate income tax  cpi consumer price index  dsa debt sustainability analysis  eba external balance assessment  es external sustainability  fad fiscal affairs department  fdi foreign direct investment  fpi foreign portfolio investment  frbm fiscal responsibility and budget management fy fiscal year  fsap financial stability assessment program  fsgm flexible system of global models  gdp gross domestic product  g-secs government securities  gst goods and services tax  hfc housing finance company  ibc insolvency and bankruptcy code  irda insurance regulatory and development authority inr indian rupee  imf international monetary fund  it inflation targeting  lic life insurance corporation  mci monetary conditions index  msme micro, small, and medium-sized enterprise nbfc non-bank financial company  npa non-performing asset  oecd organisation for economic co-operation and development pfm public financial management  pit personal income tax  pmi purchasing manager’s index  psb public sector banks  psbr public sector borrowing requirement  psl priority sector lending  psu public sector undertaking  rbi reserve bank of india  sarttac south asia regional training and technical assistance center slr statutory liquidity requirement  uday ujwal discom assurance yojana  us$ u.s.",160,1,194,0.157950794895902
"167",2019,"dollar  weo world economic outlook  wto world trade organization  y/y year-on-year 4 international monetary fund  india  overview  1.",161,1,19,0.126178653628809
"168",2019,"growth has been strong in recent years, but it has not been associated with broad based formal job gains and relatively low food prices have contributed to rural distress.",162,1,29,0.227476789266889
"169",2019,"india  has been among the fastest-growing economies in the world over the past few years, lifting millions  out of poverty.",163,1,21,-0.120019839629796
"170",2019,"however, recent labor market data suggests that unemployment is high while labor  force participation has decreased, particularly for females.",164,1,19,-0.578127649353816
"171",2019,"without more inclusive and sustainable  growth, india’s potential demographic dividend over the next few decades, from its young and  rapidly-growing labor force, could be wasted.",165,1,27,0.690895822130252
"172",2019,"india: unemployment rate  (in percent)  14  14  rural-male rural-female  india: labor force participation rate (in percent of population)  120  male  120  12 10 8  6  4  2  0  urban-male urban-female  12 10 8  6  4  2  0  100 80  60  40  20  female total  100 80  60  40  20  3  7/ 27 91 8  7/ 77 91 4  8/ 38 91 8  8/ 78 91 4  9/ 39 91 0  0/ 99 91 5  0/ 40 02 0  1/ 90 02 2  1/ 11 02 8  1/ 71 02 0  0  2004/05 2009/10 2011/12 2017/18  source: nso  source: nso  note: the 2017/18 data is based on the periodic labour force survey and is not strictly comparable to the earlier data which is based on the quinquennial nsso survey data2.",166,1,58,0.0262612865719445
"173",2019,"the government’s renewed large parliamentary majority provides an opportunity to  reinvigorate the reform agenda to boost inclusive and sustainable growth, building on the   steps taken during its first term.",167,1,30,0.666395778297952
"174",2019,"the medium-term vision presented in the july 5 budget speech  which focuses on boosting investment is appropriate and so is the commitment to support the rural  economy, boost infrastructure spending, streamline the goods and services tax (gst), reform direct  taxes, and pursue a business-friendly policy agenda.",168,1,47,0.707445208764789
"175",2019,"however, in the absence of bolder, front loaded reforms, medium-term growth will be held back.",169,1,16,0.2
"176",2019,"3.",170,1,NA,0
"177",2019,"implementation of past fund advice has been mixed (appendix vi).",171,1,10,0
"178",2019,"monetary and  exchange rate policies have been broadly consistent with past fund advice.",172,1,13,0.513097681508337
"179",2019,"but fiscal consolidation  was not undertaken at the level of the public sector borrowing requirement, with financing of some  obligations shifted off budget, and the important steps taken to address the twin bank and  corporate balance sheet problem have yet to be complemented by a decisive improvement in the  governance of public sector banks (psbs) and a reduction of the government’s role in the banking  sector.",173,1,67,0.268772777583872
"180",2019,"notwithstanding important advances in transportation infrastructure, electrification,  digitization, and the ease of doing business, progress on structural reforms aimed at boosting  inclusive and sustainable growth has been slower than advocated in previous fund advice.",174,1,34,1.15761544971193
"181",2019,"4.",175,1,NA,0
"182",2019,"the theme of this consultation is reform priorities to boost inclusive and sustainable  growth.",176,1,14,0.815146787832894
"183",2019,"other priorities include enhancing fiscal transparency and refocusing on fiscal  consolidation to avoid crowding out; improving the efficiency of the financial system; further labor,  land, and product market reforms; resuming trade and investment liberalization; and strengthening  the regulatory framework and the rule of law to reduce the scope for corruption.",177,1,50,0.21920310216783
"184",2019,"international monetary fund 5  india  recent developments, outlook, and risks  5.",178,1,9,0.05
"185",2019,"growth and structural reforms slowed ahead of the recent general elections and  investors and consumers have yet to abandon their wait-and-see approach.",179,1,24,0.255155181539914
"186",2019,"stability-oriented  macroeconomic policies and progress with structural reforms in recent years helped weather bouts  of external pressures and, in 2018, stresses among non-bank financial companies (nbfcs).",180,1,27,0.192450089729875
